geo_unit,Adults with children,Adults only
TEMP012212,10.0,14.0
TEMP012213,11.0,11.0
TEMP012214,13.0,7.0
TEMP012215,14.0,5.0
TEMP012216,11.0,12.0
TEMP012217,11.0,11.0
TEMP012218,10.0,15.0
TEMP012219,11.0,12.0
TEMP012220,11.0,11.0
TEMP012221,12.0,9.0
TEMP012222,12.0,9.0
TEMP012223,10.0,14.0
TEMP012224,12.0,10.0
TEMP012225,11.0,11.0
TEMP012226,12.0,10.0
TEMP012227,12.0,9.0
TEMP012228,10.0,14.0
TEMP012229,12.0,10.0
TEMP012230,11.0,12.0
TEMP012231,10.0,14.0
TEMP012232,10.0,14.0
TEMP012233,12.0,10.0
TEMP012234,11.0,11.0
TEMP012235,10.0,14.0
TEMP012236,12.0,9.0
TEMP012237,11.0,11.0
TEMP012238,12.0,10.0
TEMP012239,10.0,14.0
TEMP012240,12.0,9.0
TEMP012241,11.0,12.0
TEMP012242,11.0,11.0
TEMP012243,10.0,14.0
TEMP012244,11.0,12.0
TEMP012245,11.0,12.0
TEMP012246,14.0,5.0
TEMP012247,11.0,11.0
TEMP012248,12.0,10.0
TEMP012249,11.0,12.0
TEMP012250,10.0,14.0
TEMP012251,13.0,7.0
TEMP012252,12.0,10.0
TEMP012253,12.0,9.0
TEMP012254,11.0,11.0
TEMP012255,12.0,10.0
TEMP012256,13.0,7.0
TEMP012257,12.0,9.0
TEMP012258,12.0,10.0
TEMP012259,12.0,10.0
TEMP012260,11.0,12.0
TEMP012261,13.0,8.0
TEMP012262,9.0,16.0
TEMP012263,10.0,14.0
TEMP012264,12.0,9.0
TEMP012265,13.0,7.0
TEMP012266,12.0,10.0
TEMP012267,11.0,12.0
TEMP012268,13.0,6.0
TEMP012269,12.0,9.0
TEMP012270,9.0,16.0
TEMP012271,12.0,9.0
TEMP012272,12.0,10.0
TEMP012273,11.0,11.0
TEMP012274,9.0,17.0
TEMP012275,10.0,14.0
TEMP012276,11.0,12.0
TEMP012277,11.0,11.0
TEMP012278,11.0,12.0
TEMP012279,11.0,12.0
TEMP012280,11.0,12.0
TEMP012281,12.0,10.0
TEMP012282,11.0,12.0
TEMP012283,12.0,9.0
TEMP012284,12.0,10.0
TEMP012285,11.0,12.0
TEMP012286,11.0,12.0
TEMP012287,12.0,10.0
TEMP012288,11.0,11.0
TEMP012289,11.0,12.0
TEMP012290,12.0,9.0
TEMP012291,11.0,12.0
TEMP012292,13.0,8.0
TEMP012293,13.0,7.0
TEMP012294,11.0,11.0
TEMP012295,12.0,9.0
TEMP012296,10.0,14.0
TEMP012297,11.0,12.0
TEMP012298,11.0,11.0
TEMP012299,10.0,14.0
TEMP012300,11.0,12.0
TEMP012301,11.0,12.0
TEMP012302,12.0,10.0
TEMP012303,21.0,25.0
TEMP012304,12.0,9.0
TEMP012305,9.0,16.0
TEMP012306,12.0,9.0
TEMP012307,9.0,16.0
TEMP012308,11.0,12.0
TEMP012309,12.0,10.0
TEMP012310,13.0,7.0
TEMP012311,10.0,13.0
TEMP012312,11.0,11.0
TEMP012313,13.0,7.0
TEMP012314,9.0,16.0
TEMP012315,11.0,12.0
TEMP012316,9.0,17.0
TEMP012317,12.0,10.0
TEMP012318,13.0,8.0
TEMP012319,12.0,10.0
TEMP012320,12.0,9.0
TEMP012321,10.0,14.0
TEMP012322,11.0,12.0
TEMP012323,11.0,12.0
TEMP012324,11.0,12.0
TEMP012325,12.0,10.0
TEMP012326,13.0,7.0
TEMP012327,378.0,352.0
TEMP012328,10.0,14.0
TEMP012329,11.0,12.0
TEMP012330,11.0,12.0
TEMP012331,10.0,13.0
TEMP012332,10.0,13.0
TEMP012333,14.0,4.0
TEMP012334,11.0,12.0
TEMP012335,13.0,7.0
TEMP012336,10.0,14.0
TEMP012337,10.0,13.0
TEMP012338,10.0,13.0
TEMP012339,11.0,12.0
TEMP012340,10.0,13.0
TEMP012341,11.0,11.0
TEMP012342,12.0,9.0
TEMP012343,13.0,7.0
TEMP012344,11.0,11.0
TEMP012345,11.0,12.0
TEMP012346,11.0,11.0
TEMP012347,13.0,7.0
TEMP012348,12.0,10.0
TEMP012349,12.0,9.0
TEMP012350,12.0,9.0
TEMP012351,10.0,13.0
TEMP012352,11.0,11.0
TEMP012353,14.0,5.0
TEMP012354,10.0,14.0
TEMP012355,14.0,5.0
TEMP012356,10.0,14.0
TEMP012357,11.0,12.0
TEMP012358,10.0,14.0
TEMP012359,10.0,13.0
TEMP012360,11.0,12.0
TEMP012361,13.0,7.0
TEMP012362,12.0,9.0
TEMP012363,12.0,9.0
TEMP012364,12.0,9.0
TEMP012365,11.0,11.0
TEMP012366,13.0,7.0
TEMP012367,10.0,14.0
TEMP012368,12.0,10.0
TEMP012369,12.0,9.0
TEMP012370,10.0,14.0
TEMP012371,11.0,11.0
TEMP012372,13.0,7.0
TEMP012373,11.0,11.0
TEMP012374,12.0,9.0
TEMP012375,12.0,9.0
TEMP012376,10.0,14.0
TEMP012377,12.0,9.0
TEMP012378,12.0,10.0
TEMP012379,11.0,12.0
TEMP012380,12.0,10.0
TEMP012381,11.0,11.0
TEMP012382,11.0,11.0
TEMP012383,12.0,9.0
TEMP012384,14.0,5.0
TEMP012385,13.0,7.0
TEMP012386,11.0,11.0
TEMP012387,11.0,12.0
TEMP012388,11.0,12.0
TEMP012389,11.0,12.0
TEMP012390,9.0,16.0
TEMP012391,10.0,14.0
TEMP012392,12.0,9.0
TEMP012393,12.0,9.0
TEMP012394,10.0,15.0
TEMP012395,12.0,10.0
TEMP012396,10.0,14.0
TEMP012397,10.0,14.0
TEMP012398,11.0,11.0
TEMP012399,12.0,10.0
TEMP012400,11.0,12.0
TEMP012401,12.0,10.0
TEMP012402,12.0,10.0
TEMP012403,11.0,12.0
TEMP012404,11.0,11.0
TEMP012405,12.0,10.0
TEMP012406,10.0,14.0
TEMP012407,11.0,12.0
TEMP012408,9.0,16.0
TEMP012409,12.0,10.0
TEMP012410,12.0,10.0
TEMP012411,12.0,10.0
TEMP012412,13.0,7.0
TEMP012413,12.0,10.0
TEMP012414,12.0,9.0
TEMP012415,11.0,11.0
TEMP012416,11.0,12.0
TEMP012417,11.0,12.0
TEMP012418,11.0,11.0
TEMP012419,10.0,14.0
TEMP012420,11.0,12.0
TEMP012421,10.0,15.0
TEMP012422,12.0,9.0
TEMP012423,11.0,11.0
TEMP012424,12.0,10.0
TEMP012425,12.0,9.0
TEMP012426,11.0,11.0
TEMP012427,11.0,12.0
TEMP012428,11.0,12.0
TEMP012429,12.0,9.0
TEMP012430,12.0,10.0
TEMP012431,11.0,11.0
TEMP012432,10.0,14.0
TEMP012433,11.0,12.0
TEMP012434,9.0,16.0
TEMP012435,10.0,14.0
TEMP012436,13.0,8.0
TEMP012437,11.0,12.0
TEMP012438,10.0,14.0
TEMP012439,11.0,11.0
TEMP012440,10.0,13.0
TEMP012441,11.0,12.0
TEMP012442,11.0,12.0
TEMP012443,11.0,12.0
TEMP012444,12.0,9.0
TEMP012445,10.0,13.0
TEMP012446,9.0,16.0
TEMP012447,13.0,7.0
TEMP012448,10.0,14.0
TEMP012449,13.0,7.0
TEMP012450,12.0,10.0
TEMP012451,10.0,14.0
TEMP012452,10.0,15.0
TEMP012453,11.0,12.0
TEMP012454,10.0,14.0
TEMP012455,10.0,15.0
TEMP012456,12.0,9.0
TEMP012457,12.0,9.0
TEMP012458,13.0,7.0
TEMP012459,10.0,14.0
TEMP012460,10.0,13.0
TEMP012461,10.0,15.0
TEMP012462,11.0,11.0
TEMP012463,12.0,10.0
TEMP012464,10.0,14.0
TEMP012465,12.0,9.0
TEMP012466,10.0,14.0
TEMP012467,12.0,9.0
TEMP012468,13.0,7.0
TEMP012469,11.0,12.0
TEMP012470,10.0,14.0
TEMP012471,10.0,14.0
TEMP012472,13.0,7.0
TEMP012473,12.0,9.0
TEMP012474,10.0,14.0
TEMP012475,11.0,12.0
TEMP012476,7.0,20.0
TEMP012477,13.0,7.0
TEMP012478,11.0,11.0
TEMP012479,14.0,5.0
TEMP012480,12.0,9.0
TEMP012481,11.0,12.0
TEMP012482,10.0,14.0
TEMP012483,13.0,6.0
TEMP012484,12.0,9.0
TEMP012485,11.0,12.0
TEMP012486,13.0,8.0
TEMP012487,12.0,10.0
TEMP012488,11.0,12.0
TEMP012489,9.0,16.0
TEMP012490,10.0,14.0
TEMP012491,12.0,10.0
TEMP012492,12.0,9.0
TEMP012493,9.0,16.0
TEMP012494,13.0,7.0
TEMP012495,11.0,12.0
TEMP012496,11.0,11.0
TEMP012497,11.0,12.0
TEMP012498,11.0,12.0
TEMP012499,10.0,13.0
TEMP012500,11.0,12.0
TEMP012501,14.0,5.0
TEMP012502,11.0,11.0
TEMP012503,11.0,11.0
TEMP012504,11.0,11.0
TEMP012505,11.0,12.0
TEMP012506,12.0,9.0
TEMP012507,11.0,11.0
TEMP012508,10.0,14.0
TEMP012509,12.0,9.0
TEMP012510,11.0,12.0
TEMP012511,10.0,14.0
TEMP012512,11.0,12.0
TEMP012513,12.0,9.0
TEMP012514,11.0,12.0
TEMP012515,11.0,11.0
TEMP012516,11.0,11.0
TEMP012517,10.0,14.0
TEMP012518,12.0,9.0
TEMP012519,11.0,12.0
TEMP012520,10.0,14.0
TEMP012521,10.0,14.0
TEMP012522,10.0,14.0
TEMP012523,11.0,12.0
TEMP012524,12.0,10.0
TEMP012525,13.0,8.0
TEMP012526,9.0,17.0
TEMP012527,9.0,16.0
TEMP012528,12.0,9.0
TEMP012529,11.0,12.0
TEMP012530,11.0,12.0
TEMP012531,13.0,7.0
TEMP012532,11.0,12.0
TEMP012533,11.0,11.0
TEMP012534,11.0,12.0
TEMP012535,11.0,11.0
TEMP012536,11.0,11.0
TEMP012537,10.0,13.0
TEMP012538,12.0,10.0
TEMP012539,11.0,11.0
TEMP012540,13.0,7.0
TEMP012541,12.0,9.0
TEMP012542,9.0,16.0
TEMP012543,11.0,12.0
TEMP012544,10.0,14.0
TEMP012545,11.0,12.0
TEMP012546,11.0,12.0
TEMP012547,10.0,14.0
TEMP012548,12.0,10.0
TEMP012549,11.0,12.0
TEMP012550,11.0,11.0
TEMP012551,11.0,12.0
TEMP012552,11.0,12.0
TEMP012553,12.0,9.0
TEMP012554,11.0,12.0
TEMP012555,10.0,14.0
TEMP012556,11.0,12.0
TEMP012557,10.0,13.0
TEMP012558,10.0,14.0
TEMP012559,13.0,6.0
TEMP012560,12.0,9.0
TEMP012561,13.0,7.0
TEMP012562,11.0,12.0
TEMP012563,11.0,12.0
TEMP012564,10.0,14.0
TEMP012565,13.0,8.0
TEMP012566,13.0,7.0
TEMP012567,12.0,9.0
TEMP012568,11.0,12.0
TEMP012569,23.0,21.0
TEMP012570,9.0,16.0
TEMP012571,11.0,12.0
TEMP012572,11.0,12.0
TEMP012573,12.0,9.0
TEMP012574,11.0,11.0
TEMP012575,12.0,9.0
TEMP012576,11.0,12.0
TEMP012577,10.0,14.0
TEMP012578,12.0,10.0
TEMP012579,11.0,11.0
TEMP012580,11.0,12.0
TEMP012581,13.0,7.0
TEMP012582,11.0,11.0
TEMP012583,12.0,9.0
TEMP012584,12.0,10.0
TEMP012585,12.0,9.0
TEMP012586,13.0,7.0
TEMP012587,11.0,12.0
TEMP012588,12.0,9.0
TEMP012589,10.0,14.0
TEMP012590,13.0,8.0
TEMP012591,11.0,12.0
TEMP012592,11.0,11.0
TEMP012593,12.0,9.0
TEMP012594,11.0,12.0
TEMP012595,12.0,10.0
TEMP012596,21.0,25.0
TEMP012597,10.0,7.0
TEMP012598,11.0,12.0
TEMP012599,12.0,10.0
TEMP012600,11.0,11.0
TEMP012601,10.0,15.0
TEMP012602,11.0,11.0
TEMP012603,21.0,26.0
TEMP012604,11.0,12.0
TEMP012605,11.0,12.0
TEMP012606,35.0,40.0
TEMP012607,37.0,34.0
TEMP012608,35.0,39.0
TEMP012609,41.0,25.0
TEMP012610,36.0,37.0
TEMP012611,39.0,30.0
TEMP012612,32.0,47.0
TEMP012613,37.0,35.0
TEMP012614,35.0,39.0
TEMP012615,37.0,35.0
TEMP012616,35.0,40.0
TEMP012617,38.0,33.0
TEMP012618,34.0,41.0
TEMP012619,36.0,36.0
TEMP012620,35.0,39.0
TEMP012621,37.0,34.0
TEMP012622,37.0,34.0
TEMP012623,36.0,36.0
TEMP012624,35.0,38.0
TEMP012625,36.0,37.0
TEMP012626,34.0,41.0
TEMP012627,37.0,35.0
TEMP012628,40.0,27.0
TEMP012629,35.0,38.0
TEMP012630,40.0,28.0
TEMP012631,38.0,31.0
TEMP012632,37.0,34.0
TEMP012633,38.0,32.0
TEMP012634,38.0,32.0
TEMP012635,38.0,31.0
TEMP012636,39.0,30.0
TEMP012637,37.0,34.0
TEMP012638,38.0,32.0
TEMP012639,37.0,34.0
TEMP012640,34.0,42.0
TEMP012641,35.0,38.0
TEMP012642,34.0,41.0
TEMP012643,37.0,35.0
TEMP012644,33.0,44.0
TEMP012645,40.0,28.0
TEMP012646,34.0,41.0
TEMP012647,35.0,39.0
TEMP012648,34.0,42.0
TEMP012649,37.0,34.0
TEMP012650,38.0,31.0
TEMP012651,37.0,34.0
TEMP012652,35.0,39.0
TEMP012653,38.0,32.0
TEMP012654,34.0,41.0
TEMP012655,36.0,36.0
TEMP012656,33.0,44.0
TEMP012657,36.0,36.0
TEMP012658,39.0,30.0
TEMP012659,37.0,35.0
TEMP012660,35.0,39.0
TEMP012661,37.0,34.0
TEMP012662,37.0,35.0
TEMP012663,36.0,37.0
TEMP012664,37.0,35.0
TEMP012665,35.0,39.0
TEMP012666,36.0,36.0
TEMP012667,36.0,36.0
TEMP012668,38.0,33.0
TEMP012669,38.0,32.0
TEMP012670,38.0,32.0
TEMP012671,38.0,31.0
TEMP012672,35.0,39.0
TEMP012673,36.0,37.0
TEMP012674,37.0,35.0
TEMP012675,39.0,30.0
TEMP012676,35.0,39.0
TEMP012677,37.0,35.0
TEMP012678,37.0,34.0
TEMP012679,35.0,39.0
TEMP012680,31.0,49.0
TEMP012681,36.0,36.0
TEMP012682,37.0,35.0
TEMP012683,39.0,30.0
TEMP012684,40.0,28.0
TEMP012685,35.0,38.0
TEMP012686,37.0,35.0
TEMP012687,36.0,37.0
TEMP012688,31.0,48.0
TEMP012689,39.0,29.0
TEMP012690,37.0,34.0
TEMP012691,38.0,32.0
TEMP012692,37.0,34.0
TEMP012693,38.0,32.0
TEMP012694,37.0,34.0
TEMP012695,39.0,29.0
TEMP012696,40.0,28.0
TEMP012697,37.0,35.0
TEMP012698,38.0,32.0
TEMP012699,40.0,27.0
TEMP012700,38.0,32.0
TEMP012701,38.0,33.0
TEMP012702,37.0,34.0
TEMP012703,33.0,43.0
TEMP012704,39.0,30.0
TEMP012705,37.0,35.0
TEMP012706,37.0,35.0
TEMP012707,38.0,32.0
TEMP012708,36.0,37.0
TEMP012709,36.0,36.0
TEMP012710,35.0,40.0
TEMP012711,32.0,45.0
TEMP012712,34.0,41.0
TEMP012713,34.0,41.0
TEMP012714,35.0,38.0
TEMP012715,36.0,37.0
TEMP012716,35.0,39.0
TEMP012717,40.0,27.0
TEMP012718,35.0,38.0
TEMP012719,36.0,37.0
TEMP012720,38.0,31.0
TEMP012721,36.0,37.0
TEMP012722,40.0,27.0
TEMP012723,35.0,39.0
TEMP012724,37.0,34.0
TEMP012725,40.0,28.0
TEMP012726,37.0,34.0
TEMP012727,41.0,26.0
TEMP012728,37.0,34.0
TEMP012729,38.0,33.0
TEMP012730,39.0,30.0
TEMP012731,36.0,36.0
TEMP012732,37.0,34.0
TEMP012733,41.0,26.0
TEMP012734,36.0,37.0
TEMP012735,36.0,36.0
TEMP012736,32.0,46.0
TEMP012737,34.0,41.0
TEMP012738,34.0,41.0
TEMP012739,38.0,32.0
TEMP012740,35.0,38.0
TEMP012741,38.0,31.0
TEMP012742,37.0,34.0
TEMP012743,38.0,32.0
TEMP012744,38.0,33.0
TEMP012745,39.0,30.0
TEMP012746,37.0,35.0
TEMP012747,38.0,31.0
TEMP012748,39.0,30.0
TEMP012749,40.0,28.0
TEMP012750,36.0,37.0
TEMP012751,39.0,30.0
TEMP012752,36.0,37.0
TEMP012753,34.0,41.0
TEMP012754,38.0,32.0
TEMP012755,38.0,31.0
TEMP012756,36.0,36.0
TEMP012757,34.0,41.0
TEMP012758,38.0,31.0
TEMP012759,38.0,32.0
TEMP012760,36.0,37.0
TEMP012761,37.0,34.0
TEMP012762,37.0,35.0
TEMP012763,35.0,39.0
TEMP012764,37.0,34.0
TEMP012765,36.0,37.0
TEMP012766,33.0,44.0
TEMP012767,36.0,36.0
TEMP012768,34.0,42.0
TEMP012769,37.0,35.0
TEMP012770,36.0,37.0
TEMP012771,39.0,30.0
TEMP012772,38.0,32.0
TEMP012773,36.0,37.0
TEMP012774,35.0,39.0
TEMP012775,36.0,37.0
TEMP012776,35.0,39.0
TEMP012777,36.0,37.0
TEMP012778,34.0,41.0
TEMP012779,37.0,35.0
TEMP012780,34.0,41.0
TEMP012781,37.0,35.0
TEMP012782,37.0,34.0
TEMP012783,36.0,37.0
TEMP012784,37.0,34.0
TEMP012785,36.0,36.0
TEMP012786,38.0,32.0
TEMP012787,40.0,28.0
TEMP012788,33.0,44.0
TEMP012789,37.0,34.0
TEMP012790,36.0,36.0
TEMP012791,37.0,34.0
TEMP012792,37.0,34.0
TEMP012793,35.0,40.0
TEMP012794,39.0,30.0
TEMP012795,35.0,38.0
TEMP012796,36.0,37.0
TEMP012797,37.0,35.0
TEMP012798,39.0,29.0
TEMP012799,36.0,36.0
TEMP012800,37.0,34.0
TEMP012801,39.0,30.0
TEMP012802,37.0,34.0
TEMP012803,40.0,28.0
TEMP012804,38.0,31.0
TEMP012805,38.0,32.0
TEMP012806,38.0,32.0
TEMP012807,32.0,47.0
TEMP012808,35.0,39.0
TEMP012809,37.0,35.0
TEMP012810,37.0,34.0
TEMP012811,34.0,41.0
TEMP012812,37.0,34.0
TEMP012813,36.0,37.0
TEMP012814,35.0,39.0
TEMP012815,37.0,34.0
TEMP012816,37.0,35.0
TEMP012817,36.0,36.0
TEMP012818,35.0,39.0
TEMP012819,36.0,36.0
TEMP012820,35.0,38.0
TEMP012821,39.0,30.0
TEMP012822,38.0,33.0
TEMP012823,33.0,43.0
TEMP012824,37.0,34.0
TEMP012825,37.0,34.0
TEMP012826,35.0,38.0
TEMP012827,37.0,35.0
TEMP012828,36.0,37.0
TEMP012829,35.0,39.0
TEMP012830,39.0,30.0
TEMP012831,35.0,40.0
TEMP012832,37.0,35.0
TEMP012833,35.0,39.0
TEMP012834,33.0,43.0
TEMP012835,33.0,43.0
TEMP012836,35.0,39.0
TEMP012837,36.0,36.0
TEMP012838,35.0,38.0
TEMP012839,36.0,37.0
TEMP012840,40.0,28.0
TEMP012841,36.0,36.0
TEMP012842,36.0,37.0
TEMP012843,36.0,37.0
TEMP012844,35.0,39.0
TEMP012845,38.0,33.0
TEMP012846,38.0,32.0
TEMP012847,39.0,29.0
TEMP012848,36.0,37.0
TEMP012849,35.0,39.0
TEMP012850,37.0,35.0
TEMP012851,40.0,27.0
TEMP012852,36.0,36.0
TEMP012853,39.0,30.0
TEMP012854,35.0,40.0
TEMP012855,39.0,29.0
TEMP012856,37.0,34.0
TEMP012857,40.0,27.0
TEMP012858,34.0,41.0
TEMP012859,40.0,28.0
TEMP012860,39.0,30.0
TEMP012861,37.0,34.0
TEMP012862,41.0,25.0
TEMP012863,35.0,38.0
TEMP012864,39.0,30.0
TEMP012865,37.0,35.0
TEMP012866,35.0,38.0
TEMP012867,36.0,36.0
TEMP012868,34.0,42.0
TEMP012869,36.0,37.0
TEMP012870,37.0,34.0
TEMP012871,38.0,32.0
TEMP012872,36.0,37.0
TEMP012873,35.0,40.0
TEMP012874,39.0,30.0
TEMP012875,38.0,33.0
TEMP012876,38.0,32.0
TEMP012877,38.0,32.0
TEMP012878,444.0,464.0
TEMP012879,34.0,41.0
TEMP012880,37.0,34.0
TEMP012881,37.0,34.0
TEMP012882,35.0,39.0
TEMP012883,37.0,34.0
TEMP012884,34.0,41.0
TEMP012885,32.0,46.0
TEMP012886,33.0,43.0
TEMP012887,36.0,37.0
TEMP012888,37.0,35.0
TEMP012889,39.0,29.0
TEMP012890,36.0,36.0
TEMP012891,35.0,40.0
TEMP012892,38.0,32.0
TEMP012893,37.0,34.0
TEMP012894,35.0,40.0
TEMP012895,36.0,36.0
TEMP012896,35.0,40.0
TEMP012897,35.0,39.0
TEMP012898,36.0,37.0
TEMP012899,37.0,34.0
TEMP012900,38.0,32.0
TEMP012901,37.0,34.0
TEMP012902,33.0,44.0
TEMP012903,37.0,34.0
TEMP012904,41.0,25.0
TEMP012905,37.0,34.0
TEMP012906,39.0,30.0
TEMP012907,37.0,35.0
TEMP012908,40.0,27.0
TEMP012909,38.0,32.0
TEMP012910,38.0,32.0
TEMP012911,37.0,34.0
TEMP012912,36.0,37.0
TEMP012913,34.0,41.0
TEMP012914,36.0,36.0
TEMP012915,35.0,39.0
TEMP012916,34.0,41.0
TEMP012917,37.0,34.0
TEMP012918,37.0,34.0
TEMP012919,35.0,38.0
TEMP012920,35.0,39.0
TEMP012921,38.0,33.0
TEMP012922,33.0,44.0
TEMP012923,35.0,39.0
TEMP012924,34.0,41.0
TEMP012925,40.0,27.0
TEMP012926,33.0,44.0
TEMP012927,34.0,41.0
TEMP012928,35.0,39.0
TEMP012929,33.0,43.0
TEMP012930,36.0,36.0
TEMP012931,37.0,34.0
TEMP012932,38.0,32.0
TEMP012933,37.0,35.0
TEMP012934,37.0,35.0
TEMP012935,38.0,32.0
TEMP012936,36.0,36.0
TEMP012937,38.0,32.0
TEMP012938,38.0,31.0
TEMP012939,38.0,32.0
TEMP012940,35.0,39.0
TEMP012941,37.0,35.0
TEMP012942,36.0,37.0
TEMP012943,35.0,38.0
TEMP012944,35.0,39.0
TEMP012945,35.0,40.0
TEMP012946,310.0,276.0
TEMP012947,38.0,32.0
TEMP012948,38.0,32.0
TEMP012949,35.0,39.0
TEMP012950,37.0,34.0
TEMP012951,37.0,34.0
TEMP012952,41.0,25.0
TEMP012953,40.0,27.0
TEMP012954,37.0,35.0
TEMP012955,35.0,39.0
TEMP012956,37.0,35.0
TEMP012957,36.0,36.0
TEMP012958,37.0,34.0
TEMP012959,40.0,27.0
TEMP012960,37.0,35.0
TEMP012961,37.0,34.0
TEMP012962,36.0,37.0
TEMP012963,14.0,14.0
TEMP012964,13.0,15.0
TEMP012965,19.0,12.0
TEMP012966,14.0,13.0
TEMP012967,12.0,18.0
TEMP012968,12.0,18.0
TEMP012969,14.0,13.0
TEMP012970,15.0,10.0
TEMP012971,14.0,14.0
TEMP012972,12.0,18.0
TEMP012973,16.0,8.0
TEMP012974,14.0,13.0
TEMP012975,15.0,11.0
TEMP012976,14.0,13.0
TEMP012977,13.0,16.0
TEMP012978,14.0,13.0
TEMP012979,12.0,18.0
TEMP012980,12.0,17.0
TEMP012981,25.0,24.0
TEMP012982,16.0,9.0
TEMP012983,14.0,13.0
TEMP012984,15.0,11.0
TEMP012985,16.0,9.0
TEMP012986,13.0,16.0
TEMP012987,15.0,12.0
TEMP012988,15.0,12.0
TEMP012989,14.0,14.0
TEMP012990,15.0,11.0
TEMP012991,14.0,13.0
TEMP012992,13.0,16.0
TEMP012993,13.0,16.0
TEMP012994,14.0,14.0
TEMP012995,13.0,16.0
TEMP012996,14.0,14.0
TEMP012997,14.0,14.0
TEMP012998,12.0,18.0
TEMP012999,15.0,10.0
TEMP013000,16.0,9.0
TEMP013001,12.0,18.0
TEMP013002,14.0,13.0
TEMP013003,14.0,13.0
TEMP013004,12.0,17.0
TEMP013005,15.0,11.0
TEMP013006,15.0,10.0
TEMP013007,15.0,10.0
TEMP013008,14.0,14.0
TEMP013009,15.0,12.0
TEMP013010,16.0,8.0
TEMP013011,12.0,18.0
TEMP013012,11.0,21.0
TEMP013013,13.0,15.0
TEMP013014,14.0,13.0
TEMP013015,14.0,13.0
TEMP013016,13.0,16.0
TEMP013017,13.0,16.0
TEMP013018,16.0,9.0
TEMP013019,13.0,16.0
TEMP013020,15.0,11.0
TEMP013021,14.0,14.0
TEMP013022,16.0,9.0
TEMP013023,12.0,18.0
TEMP013024,14.0,14.0
TEMP013025,13.0,16.0
TEMP013026,13.0,15.0
TEMP013027,12.0,18.0
TEMP013028,18.0,4.0
TEMP013029,15.0,10.0
TEMP013030,14.0,13.0
TEMP013031,14.0,13.0
TEMP013032,14.0,13.0
TEMP013033,16.0,8.0
TEMP013034,15.0,11.0
TEMP013035,15.0,11.0
TEMP013036,15.0,11.0
TEMP013037,14.0,13.0
TEMP013038,17.0,7.0
TEMP013039,13.0,15.0
TEMP013040,16.0,9.0
TEMP013041,14.0,14.0
TEMP013042,16.0,9.0
TEMP013043,15.0,11.0
TEMP013044,11.0,20.0
TEMP013045,16.0,9.0
TEMP013046,13.0,16.0
TEMP013047,14.0,13.0
TEMP013048,14.0,14.0
TEMP013049,14.0,14.0
TEMP013050,14.0,23.0
TEMP013051,14.0,13.0
TEMP013052,14.0,14.0
TEMP013053,13.0,16.0
TEMP013054,14.0,13.0
TEMP013055,15.0,12.0
TEMP013056,14.0,13.0
TEMP013057,14.0,13.0
TEMP013058,13.0,16.0
TEMP013059,15.0,11.0
TEMP013060,15.0,10.0
TEMP013061,15.0,11.0
TEMP013062,14.0,13.0
TEMP013063,16.0,8.0
TEMP013064,12.0,17.0
TEMP013065,16.0,9.0
TEMP013066,13.0,16.0
TEMP013067,14.0,14.0
TEMP013068,16.0,9.0
TEMP013069,13.0,16.0
TEMP013070,14.0,14.0
TEMP013071,14.0,13.0
TEMP013072,14.0,14.0
TEMP013073,14.0,14.0
TEMP013074,13.0,16.0
TEMP013075,14.0,13.0
TEMP013076,12.0,18.0
TEMP013077,13.0,15.0
TEMP013078,14.0,13.0
TEMP013079,13.0,16.0
TEMP013080,14.0,13.0
TEMP013081,13.0,15.0
TEMP013082,13.0,16.0
TEMP013083,14.0,13.0
TEMP013084,15.0,10.0
TEMP013085,14.0,13.0
TEMP013086,15.0,11.0
TEMP013087,13.0,15.0
TEMP013088,15.0,12.0
TEMP013089,12.0,18.0
TEMP013090,14.0,13.0
TEMP013091,14.0,13.0
TEMP013092,14.0,14.0
TEMP013093,14.0,14.0
TEMP013094,12.0,17.0
TEMP013095,16.0,9.0
TEMP013096,14.0,13.0
TEMP013097,14.0,13.0
TEMP013098,15.0,11.0
TEMP013099,24.0,26.0
TEMP013100,15.0,11.0
TEMP013101,15.0,11.0
TEMP013102,11.0,20.0
TEMP013103,12.0,18.0
TEMP013104,12.0,18.0
TEMP013105,15.0,11.0
TEMP013106,15.0,11.0
TEMP013107,14.0,13.0
TEMP013108,12.0,18.0
TEMP013109,15.0,12.0
TEMP013110,13.0,15.0
TEMP013111,16.0,9.0
TEMP013112,14.0,13.0
TEMP013113,14.0,13.0
TEMP013114,14.0,13.0
TEMP013115,15.0,11.0
TEMP013116,16.0,9.0
TEMP013117,12.0,18.0
TEMP013118,13.0,16.0
TEMP013119,15.0,11.0
TEMP013120,13.0,16.0
TEMP013121,17.0,7.0
TEMP013122,14.0,13.0
TEMP013123,14.0,13.0
TEMP013124,16.0,18.0
TEMP013125,15.0,11.0
TEMP013126,12.0,18.0
TEMP013127,14.0,13.0
TEMP013128,14.0,13.0
TEMP013129,16.0,8.0
TEMP013130,14.0,13.0
TEMP013131,14.0,14.0
TEMP013132,14.0,13.0
TEMP013133,16.0,9.0
TEMP013134,13.0,15.0
TEMP013135,16.0,9.0
TEMP013136,16.0,9.0
TEMP013137,14.0,13.0
TEMP013138,15.0,12.0
TEMP013139,16.0,9.0
TEMP013140,14.0,14.0
TEMP013141,13.0,15.0
TEMP013142,13.0,15.0
TEMP013143,15.0,12.0
